,device_id,zip,size,trainrow,testrow
74209,5941240169554970814,12,4,10035.0,
74210,5941240169554970814,281,180,10035.0,
74211,5941422641899445486,12,1,6708.0,
74212,5941422641899445486,15,59,6708.0,
74213,5941539085907813477,12,1,22023.0,
74214,5942868393073172261,12,3,26499.0,
74215,5943128733247720864,362,139,,61061.0
74216,5943271560935047825,12,33,,
74217,5943792230394076991,12,1,23280.0,
74218,5944405155476196799,15,47,31276.0,
74219,5944459065193545236,350,34,24512.0,
74220,5944572188381199652,12,5,61415.0,
74221,5944572188381199652,476,6,61415.0,
74222,5944572188381199652,504,18,61415.0,
74223,5944708831973928614,12,5,,109354.0
74224,5944907417082278607,12,38,,110924.0
74225,5944907417082278607,315,9,,110924.0
74226,5944907417082278607,476,4,,110924.0
74227,5944937988591918080,12,14,,95504.0
74228,5945223867238716961,12,10,,36847.0
74229,5945592247265831814,12,11,45634.0,
74230,5945832002839449530,12,2,19666.0,
74231,5945832002839449530,528,19,19666.0,
74232,5946300483976046438,12,18,,79472.0
74233,5946302613643615937,12,2,,1174.0
74234,5946302613643615937,191,16,,1174.0
74235,5946302613643615937,192,23,,1174.0
74236,5946502967298222778,257,8,,102583.0
74237,5946502967298222778,510,13,,102583.0
74238,5946596030410848485,12,17,,75088.0
74239,5947830269759316942,476,26,55287.0,
74240,5947952786646243965,12,158,72696.0,
74241,5947952786646243965,257,10,72696.0,
74242,5947952786646243965,346,346,72696.0,
74243,5947952786646243965,364,5,72696.0,
74244,5948188982016800967,357,71,,66219.0
74245,5948311571343606068,12,3,,14323.0
74246,5948530668941584170,12,15,,81337.0
74247,5948530668941584170,504,36,,81337.0
74248,5948601664345754649,12,9,15271.0,
74249,5948601664345754649,15,1,15271.0,
74250,5948620165129224919,12,4,32206.0,
74251,5948647703660213526,12,3,63200.0,
74252,5948647703660213526,478,13,63200.0,
74253,5948658292407274566,12,7,41286.0,
74254,5949100463003187404,12,5,,27447.0
74255,5949490114935384478,12,31,11101.0,
74256,5949490114935384478,630,103,11101.0,
74257,5949844783364074411,12,47,,21202.0
74258,5949844783364074411,102,67,,21202.0
74259,5949851098397983245,12,1,,49788.0
74260,5949851098397983245,104,7,,49788.0
74261,5950492610829600374,12,2,,102937.0
74262,5950761099387810999,12,54,,77656.0
74263,5950830277305220104,12,17,,90367.0
74264,5950830277305220104,80,165,,90367.0
74265,5950934496361338221,12,4,,106838.0
74266,5950934496361338221,599,144,,106838.0
74267,5951108094743783658,151,14,63861.0,
74268,5951128874276196591,12,4,61965.0,
74269,5951128874276196591,15,106,61965.0,
74270,5951204190538835861,12,11,,439.0
74271,5951204190538835861,101,153,,439.0
74272,5951376757042232325,12,55,,17236.0
74273,5951651328367487919,12,16,,93614.0
74274,5951870930488634840,12,32,66286.0,
74275,5951910403401712954,12,1,,7487.0
74276,5951910403401712954,583,9,,7487.0
74277,5951943828194088860,12,3,,4799.0
74278,5952112664657267486,12,2,16003.0,
74279,5952221885329886196,643,8,,56540.0
74280,5952312140266029244,12,3,,56662.0
74281,5952312140266029244,101,22,,56662.0
74282,5952611898189598342,12,1,19673.0,
74283,5952985234501322476,12,7,,15795.0
74284,5953605142970817167,448,143,,33583.0
74285,5953727515375161283,12,2,,45106.0
74286,5953727515375161283,315,64,,45106.0
74287,5953768744154349903,12,50,,31875.0
74288,5953768744154349903,101,10,,31875.0
74289,5954047402117549299,12,2,,44109.0
74290,5954123144391810769,12,2,,90005.0
74291,5954617421771859824,351,18,,52104.0
74292,5954834772026736987,12,157,68874.0,
74293,5954834772026736987,273,51,68874.0,
74294,5954909104724550691,12,2,,72719.0
74295,5955206069238694156,12,48,25550.0,
74296,5955206069238694156,294,4,25550.0,
74297,5955263673044467859,15,2,,51427.0
74298,5956376410710924826,12,15,,109368.0
74299,5956604447379814536,12,8,16796.0,
74300,5956691920143378812,402,71,16773.0,
74301,5956946356440925927,12,5,,53031.0
74302,5956999681908321723,12,2,13213.0,
74303,5957288501242063208,356,39,,81923.0
74304,5957288501242063208,377,29,,81923.0
74305,5958007009139936314,402,16,,19413.0
74306,5958755502034891118,12,5,33758.0,
74307,5958755502034891118,307,13,33758.0,
74308,5959429755397460120,12,1,25143.0,
74309,5959429755397460120,257,43,25143.0,
74310,5959501197348756843,12,16,38837.0,
74311,5959618563240559410,12,3,,102597.0
74312,5959736392989542712,12,4,,22702.0
74313,5959736392989542712,371,2,,22702.0
74314,5959758799637772027,12,44,,
74315,5959968499254663882,12,2,69101.0,
74316,5960237197208697380,12,1,,98855.0
74317,5960326738462851777,12,34,,23837.0
74318,5960326738462851777,15,2,,23837.0
74319,5960791769879021521,12,11,49933.0,
74320,5961279931265787492,351,23,,75893.0
74321,5961428473300427529,12,31,29329.0,
74322,5962223768426743578,12,2,,110109.0
74323,5962223768426743578,317,13,,110109.0
74324,5962406983462256046,12,25,,109573.0
74325,5962667502292883914,12,1,74516.0,
74326,5962998243620010585,298,27,59448.0,
74327,5963016003645716017,202,46,,99515.0
74328,5963016003645716017,224,41,,99515.0
74329,5963299492832766002,12,10,72244.0,
74330,5963299492832766002,160,22,72244.0,
74331,5963300174892364958,146,9,,96260.0
74332,5963364829668115729,12,5,,77822.0
74333,5963364829668115729,365,2,,77822.0
74334,5963364829668115729,415,3,,77822.0
74335,5964431866317811763,332,2,63351.0,
74336,5964568937188145594,138,128,22475.0,
74337,5965760503212025221,275,16,,76502.0
74338,5965787177532756472,12,24,,52175.0
74339,5965787177532756472,336,2,,52175.0
74340,5965787177532756472,337,133,,52175.0
74341,5965976795168760886,12,40,54178.0,
74342,5965976795168760886,267,70,54178.0,
74343,5966067382483978271,12,29,,69472.0
74344,5966067382483978271,154,24,,69472.0
74345,5966708491201674270,12,1,,45706.0
74346,5966798999840058246,12,1,30830.0,
74347,5966838028851502973,12,15,,86781.0
74348,5967031669801853063,241,8,47856.0,
74349,5967397373313006381,12,7,,14745.0
74350,5967397373313006381,128,424,,14745.0
74351,5967397373313006381,129,4,,14745.0
74352,5967397373313006381,155,4,,14745.0
74353,5967397373313006381,178,71,,14745.0
74354,5967397373313006381,316,5,,14745.0
74355,5967397373313006381,317,1,,14745.0
74356,5967397373313006381,337,16,,14745.0
74357,5969009049888507333,12,11,62348.0,
74358,5970465303605331667,12,1,73128.0,
74359,5970465303605331667,202,42,73128.0,
74360,5970465303605331667,224,253,73128.0,
74361,5970724929458251503,476,34,,20142.0
74362,5970793070235026529,12,57,,92946.0
74363,5970793070235026529,315,36,,92946.0
74364,5970841657134707433,12,1,,46853.0
74365,5971116424685479561,12,1,,60279.0
74366,5971116424685479561,427,40,,60279.0
74367,5971691003807479100,12,52,,74849.0
74368,5971691003807479100,421,6,,74849.0
74369,5971691003807479100,446,11,,74849.0
74370,5972302359533866474,12,2,,20894.0
74371,5972302359533866474,607,6,,20894.0
74372,5972302359533866474,608,107,,20894.0
74373,5972355681178859753,12,10,7835.0,
74374,5972355681178859753,224,14,7835.0,
74375,5972405819353543837,12,30,,94162.0
74376,5972739394035111579,12,3,,91013.0
74377,5972925323226699253,12,3,,50508.0
74378,5972999215563708836,12,2,59342.0,
74379,5973002506039570538,12,208,,10576.0
74380,5973002506039570538,317,168,,10576.0
74381,5973319239886062800,12,5,100.0,
74382,5973319239886062800,101,3,100.0,
74383,5973761766631355965,12,3,19197.0,
74384,5973795462097342393,12,70,42954.0,
74385,5973795462097342393,202,4,42954.0,
74386,5974194378613986819,12,43,33261.0,
74387,5974194378613986819,257,46,33261.0,
74388,5974341970197216589,12,17,,89292.0
74389,5974341970197216589,476,42,,89292.0
74390,5974372868903639888,12,21,,94781.0
74391,5974372868903639888,285,8,,94781.0
74392,5974450034776701547,12,1,,9280.0
74393,5974828104214409283,12,2,,
74394,5974828104214409283,423,92,,
74395,5975229337425450652,12,3,9024.0,
74396,5975229337425450652,476,1,9024.0,
74397,5976069726390221926,12,81,23547.0,
74398,5976069726390221926,15,8,23547.0,
74399,5976311188688349004,12,45,,88515.0
74400,5976311188688349004,584,112,,88515.0
74401,5976914319258973711,12,7,12340.0,
74402,5977648310287675337,12,28,,98670.0
74403,5977689955095455858,12,1,,103405.0
74404,5977689955095455858,298,238,,103405.0
74405,5977706875276216896,12,68,16234.0,
74406,5978338135600782121,12,13,,40360.0
74407,5978426360008809999,12,8,,
74408,5978674582957681566,12,11,,
74409,5979073641804047737,266,11,22554.0,
74410,5979073641804047737,267,22,22554.0,
74411,5979073641804047737,290,5,22554.0,
74412,5979546362470802461,12,1,50759.0,
74413,5979546362470802461,374,3,50759.0,
74414,5979616769262588998,12,12,20602.0,
74415,5979622148243063834,375,7,,95411.0
74416,5980282816045123363,12,9,,76215.0
74417,5980351287764480756,12,75,,94974.0
74418,5980351287764480756,478,1,,94974.0
74419,5980640536134126509,12,2,,
74420,5980815297357416305,12,55,1871.0,
74421,5980815297357416305,531,2,1871.0,
74422,5980815297357416305,588,5,1871.0,
74423,5981792012754638471,12,16,8843.0,
74424,5982602838212574560,219,888,25101.0,
74425,5983032292657932929,12,2,53758.0,
74426,5983043793278949966,12,1,,98250.0
74427,5983043793278949966,102,31,,98250.0
74428,5983445521367498986,512,5,3747.0,
74429,5983445521367498986,531,5,3747.0,
74430,5984408038496338300,12,10,34664.0,
74431,5984408038496338300,80,3,34664.0,
74432,5984709817076875715,12,1,35371.0,
74433,5984709817076875715,80,22,35371.0,
74434,5984709817076875715,155,2,35371.0,
74435,5985788643113753760,267,2,21954.0,
74436,5986393788357190094,12,1,,20764.0
74437,5987045850982398132,12,43,51491.0,
74438,5987045850982398132,403,21,51491.0,
74439,5987628794097187982,12,23,,
74440,5987628794097187982,351,25,,
74441,5988532441712470478,12,14,,29362.0
74442,5988579836594269701,12,1,15707.0,
74443,5988785883254881276,12,58,,30862.0
74444,5988820253704200499,12,1,,7177.0
74445,5989260283258599363,12,7,24885.0,
74446,5989260283258599363,15,114,24885.0,
74447,5990126326560310019,12,9,27500.0,
74448,5990295481505049794,12,16,,65157.0
74449,5990366547800698223,298,15,37673.0,
74450,5990543274481547089,12,20,,11976.0
74451,5990807147117726237,80,249,,101850.0
74452,5990807147117726237,81,42,,101850.0
74453,5990807147117726237,101,846,,101850.0
74454,5990943497578723551,266,8,,96304.0
74455,5990943497578723551,267,21,,96304.0
74456,5991861837116810471,12,82,61771.0,
74457,5992263074321855718,404,194,,102137.0
74458,5992263074321855718,405,1,,102137.0
74459,5992457418771031111,531,17,46175.0,
74460,5992515019182045201,12,6,24378.0,
74461,5992550914818635680,12,3,,103411.0
74462,5992550914818635680,316,339,,103411.0
74463,5993044256679304083,12,77,,13556.0
74464,5993146017902001020,12,1,,17126.0
74465,5993353186365951031,267,2,579.0,
74466,5993763429976526695,12,7,,92581.0
74467,5994204865040797274,256,10,70815.0,
74468,5994529529796916457,12,5,,105701.0
74469,5994529529796916457,236,7,,105701.0
74470,5995636316733300604,12,1,,63518.0
74471,5996483194935895455,12,9,61107.0,
74472,5996590546381795938,12,5,,89104.0
74473,5996590546381795938,92,472,,89104.0
74474,5996783425357833302,12,2,,69443.0
74475,5996828290913001399,216,3,7970.0,
74476,5997146209540508779,12,19,,60567.0
74477,5997543786697888054,12,1,50387.0,
74478,5997707654934581149,12,15,38751.0,
74479,5997707654934581149,476,33,38751.0,
74480,5997996307124775709,12,1,,111045.0
74481,5997996307124775709,443,40,,111045.0
74482,5998043052864399809,12,22,,40304.0
74483,5998043052864399809,15,19,,40304.0
74484,5998043052864399809,478,22,,40304.0
74485,5998043052864399809,506,11,,40304.0
74486,5998230881198480747,12,2,,18277.0
74487,5998230881198480747,592,42,,18277.0
74488,5998272256258805420,256,7,,4151.0
74489,5998272256258805420,257,2,,4151.0
74490,5998519268987044986,12,1,,66159.0
74491,5998595622312655174,12,2,,40491.0
74492,5998620211529607820,12,2,,94220.0
74493,5998620211529607820,104,5,,94220.0
74494,5999239816179799029,12,22,,76839.0
74495,5999239816179799029,294,36,,76839.0
74496,5999337344230668249,12,3,,55722.0
74497,5999636220185591046,12,4,,23041.0
74498,5999636220185591046,177,6,,23041.0
74499,5999803806227248521,12,6,37514.0,
74500,6000131933396750075,346,369,,
74501,6000131933396750075,347,6,,
74502,6000807467253437550,12,1,,20246.0
74503,6000807467253437550,313,644,,20246.0
74504,6001067872353773979,453,3,28735.0,
74505,6001328225061082826,12,8,,105556.0
74506,6001432542209529896,12,97,11381.0,
74507,6001961141627964380,12,1,,12700.0
74508,6001961141627964380,80,187,,12700.0
74509,6002121518654950802,12,4,52784.0,
74510,6002488787783818947,12,5,50722.0,
74511,6002595607870324071,350,4,,71848.0
74512,6002983184496289204,12,1,,22055.0
74513,6002983184496289204,548,43,,22055.0
74514,6003661179109697091,12,1,,109924.0
74515,6003714265132473183,236,15,30055.0,
74516,6005862340662988325,12,3,64924.0,
74517,6005862340662988325,336,3,64924.0,
74518,6006781009691255628,12,6,,93216.0
74519,6006848131893605441,12,1,,108391.0
74520,6006848131893605441,529,14,,108391.0
74521,6007081598904250629,12,1,,64452.0
74522,6007081598904250629,429,1,,64452.0
74523,6007081598904250629,430,1,,64452.0
74524,6007081598904250629,476,21,,64452.0
74525,6007159558901211382,12,2,,15062.0
74526,6007347351538280350,12,6,45148.0,
74527,6007499575645784074,12,3,,75268.0
74528,6007536914411212223,12,1,,4311.0
74529,6007722020919218922,12,2,36584.0,
74530,6007894962942666424,12,3,,58152.0
74531,6008083118690618490,12,24,3041.0,
74532,6008324949679993547,12,2,29821.0,
74533,6008495818349839326,12,14,486.0,
74534,6008613501105602491,12,11,74005.0,
74535,6008767736684160919,12,25,,86610.0
74536,6008804092459694221,295,1,22811.0,
74537,6008804092459694221,315,18,22811.0,
74538,6008804092459694221,316,2,22811.0,
74539,6008886738610679281,245,8,,84216.0
74540,6009117390732377471,12,9,7424.0,
74541,6009253964204331299,12,24,,103927.0
74542,6009253964204331299,351,5,,103927.0
74543,6009699754848269690,12,1,,96387.0
74544,6009756645627836579,12,8,,101025.0
74545,6009756645627836579,208,2,,101025.0
74546,6009829562816835749,12,3,,46374.0
74547,6010206907894547015,12,2,,105630.0
74548,6010206907894547015,257,59,,105630.0
74549,6010429027422147877,12,2,,89864.0
74550,6011017738169966941,12,1,68280.0,
74551,6011341422909295706,12,58,,88296.0
74552,6011397124498569724,12,3,,67826.0
74553,6011548279192808298,12,2,,
74554,6011578606056342158,12,4,17894.0,
74555,6011578606056342158,15,26,17894.0,
74556,6011852871908962478,12,1,,35564.0
74557,6011852871908962478,424,3,,35564.0
74558,6012243811022791239,12,2,60676.0,
74559,6012674966080006063,12,15,,81359.0
74560,6012811634759862487,12,4,46733.0,
74561,6012973466780966826,12,138,,73122.0
74562,6012973466780966826,293,4,,73122.0
74563,6012994561462077357,12,2,,9035.0
74564,6013365119651511191,12,11,,93350.0
74565,6013365119651511191,101,3,,93350.0
74566,6013494066782418196,12,3,,107712.0
74567,6014204148686259594,12,4,62396.0,
74568,6014637453928309313,12,2,,
74569,6015434512837209281,12,2,,107330.0
74570,6015911452286062451,12,1,,
74571,6016623666949921998,12,2,,107530.0
74572,6016722273948848309,12,6,68088.0,
74573,6017191794241279622,12,4,,92003.0
74574,6017222533675422240,12,2,24991.0,
74575,6017353973601177483,12,108,21148.0,
74576,6017353973601177483,637,3,21148.0,
74577,6018163012436422032,12,19,967.0,
74578,6018193884659443552,12,13,60261.0,
74579,6018365586962483682,12,1,29879.0,
74580,6018458536132082731,12,7,9789.0,
74581,6018458536132082731,421,21,9789.0,
74582,6018458536132082731,473,15,9789.0,
74583,6018891703271378760,12,52,,68553.0
74584,6019373338024768486,280,5,,29810.0
74585,6019376759264361863,12,7,,17094.0
74586,6019730323375704419,12,1,,1917.0
74587,6020143688032165828,12,1,72231.0,
74588,6020766883637969554,12,72,,19883.0
74589,6020803604542854397,12,38,,52367.0
74590,6020805787439922295,12,1,,88354.0
74591,6021583873403775972,258,5,53954.0,
74592,6021903247982801275,12,4,72383.0,
74593,6022166420405566108,12,1,33151.0,
74594,6022809387774689689,12,3,62038.0,
74595,6023199395217426697,12,27,,109521.0
74596,6023494486191174040,12,23,,87849.0
74597,6023494486191174040,420,1,,87849.0
74598,6023746664186835500,12,40,30259.0,
74599,6023746664186835500,335,141,30259.0,
74600,6023762906805794421,12,7,,91834.0
74601,6024521739982938913,476,183,14432.0,
74602,6024877952746414178,12,2,,81357.0
74603,6024877952746414178,449,46,,81357.0
74604,6024877952746414178,476,29,,81357.0
74605,6025014376093864414,12,14,,105905.0
74606,6025014376093864414,213,212,,105905.0
74607,6025872881494499542,12,2,,10327.0
74608,6026863272930725048,305,5,,45530.0
74609,6026932379276678764,12,27,,53084.0
74610,6027080588861826207,12,1,,46884.0
74611,6027080588861826207,640,16,,46884.0
74612,6027490888842297757,12,13,,32850.0
74613,6027617994657905299,476,7,57068.0,
74614,6027746998733090993,12,3,,16759.0
74615,6027863730547291697,12,1,,52308.0
74616,6027863730547291697,221,4,,52308.0
74617,6028256642294975012,12,28,,37324.0
74618,6028372925199017403,12,141,,62968.0
74619,6028372925199017403,296,2,,62968.0
74620,6028372925199017403,297,1,,62968.0
74621,6028372925199017403,315,29,,62968.0
74622,6028372925199017403,316,143,,62968.0
74623,6028585915680496372,12,4,,86341.0
74624,6028585915680496372,129,20,,86341.0
74625,6028682469939129665,12,4,,7817.0
74626,6028682469939129665,584,4,,7817.0
74627,6029040880010781275,153,270,,76720.0
74628,6029040880010781275,178,12,,76720.0
74629,6029244486214875599,12,13,,25816.0
74630,6029646708681960640,12,3,,82230.0
74631,6030145995495230651,12,3,59472.0,
74632,6030145995495230651,15,125,59472.0,
74633,6030278346690315466,12,41,,74980.0
74634,6030278346690315466,281,102,,74980.0
74635,6030827143410382818,12,11,,
74636,6031156874092982419,12,1,23938.0,
74637,6031156874092982419,625,12,23938.0,
74638,6031170282142438963,15,18,,51657.0
74639,6031280524032364307,12,31,,25805.0
74640,6031581433677473531,297,10,40865.0,
74641,6031670259308892536,12,2,,82576.0
74642,6031670259308892536,257,17,,82576.0
74643,6032484736876827615,12,6,,
74644,6032484736876827615,505,433,,
74645,6032790324019192085,12,6,29744.0,
74646,6032790324019192085,81,44,29744.0,
74647,6032856622885575171,12,47,42838.0,
74648,6032856622885575171,476,34,42838.0,
74649,6032968269949407075,104,59,,104704.0
74650,6033269445600581132,12,2,74413.0,
74651,6033315395937767599,12,9,,74785.0
74652,6033874774822689070,372,46,,100603.0
74653,6033876416546975714,12,26,,58167.0
74654,6034562142288487195,12,1,,69794.0
74655,6035295092465553977,12,2,,88132.0
74656,6035781030392729062,12,12,,96765.0
74657,6035781030392729062,298,69,,96765.0
74658,6035839271922586033,12,4,,35160.0
74659,6035839271922586033,257,17,,35160.0
74660,6035875244040307446,12,5,72910.0,
74661,6035875244040307446,581,20,72910.0,
74662,6035972811346751684,195,9,60897.0,
74663,6036151523084893947,12,23,69271.0,
74664,6036151523084893947,236,146,69271.0,
74665,6036694055177825133,12,2,,66598.0
74666,6036694055177825133,14,4,,66598.0
74667,6036694055177825133,553,20,,66598.0
74668,6037312217130520882,12,4,,102481.0
74669,6038278442056075055,12,10,,60514.0
74670,6038278442056075055,266,39,,60514.0
74671,6038376229075954376,12,29,,2742.0
74672,6038376229075954376,345,1,,2742.0
74673,6038632577743260859,12,14,58719.0,
74674,6038632577743260859,313,52,58719.0,
74675,6038632577743260859,314,14,58719.0,
74676,6038683204720343831,12,2,,16352.0
74677,6039387380406720772,12,1,5587.0,
74678,6039492795181529925,12,1,49160.0,
74679,6039492795181529925,298,76,49160.0,
74680,6040324899541268270,12,1,71199.0,
74681,6040324899541268270,225,7,71199.0,
74682,6040543585527416581,12,1,,78399.0
74683,6040543585527416581,298,66,,78399.0
74684,6040549182485983033,12,1,,
74685,6040549182485983033,504,8,,
74686,6040657597172558457,12,13,,110727.0
74687,6040718651495657630,370,10,59547.0,
74688,6041715609572891374,12,6,,66917.0
74689,6041715609572891374,402,856,,66917.0
74690,6042007204329830986,12,2,,22890.0
74691,6042119043704853971,12,6,,110897.0
74692,6042458268194290958,12,6,64124.0,
74693,6042795020179536337,12,1,22985.0,
74694,6043025106523206110,12,2,,62032.0
74695,6043113309898305372,179,4,,61093.0
74696,6043113309898305372,363,1,,61093.0
74697,6043308772610814150,12,6,,33727.0
74698,6043350649549617076,12,2,,
74699,6043373136516672647,257,12,,85599.0
74700,6043636593753556782,404,99,24397.0,
74701,6044068838027518413,12,1,,84508.0
74702,6044081868326167735,12,1,,12153.0
74703,6044154447492112013,12,6,63029.0,
74704,6044154447492112013,15,8,63029.0,
74705,6044466900321806119,12,10,28109.0,
74706,6044466900321806119,639,4,28109.0,
74707,6044965945005206377,12,18,,42253.0
74708,6044989705027419768,12,3,49948.0,
74709,6045134093696923773,256,1,,93835.0
74710,6045134093696923773,257,86,,93835.0
74711,6045891585680393354,12,2,,21872.0
74712,6045924159588650072,12,13,,98305.0
74713,6045924159588650072,101,208,,98305.0
74714,6046258341047316688,12,2,23630.0,
74715,6046566914932424428,12,9,,63351.0
74716,6046683761718323983,12,20,,98793.0
74717,6046973308771391358,12,15,,18938.0
74718,6046973308771391358,257,51,,18938.0
74719,6046973308771391358,355,208,,18938.0
74720,6046994215653979464,12,20,,106156.0
74721,6047448879032530785,127,2,,102261.0
74722,6047542899364103995,12,1,,54757.0
74723,6048632644273872532,12,1,61104.0,
74724,6048937650337761679,221,108,,80968.0
74725,6049407576658018670,12,5,,54656.0
74726,6049407576658018670,13,5,,54656.0
74727,6049424599405833781,80,2,,107431.0
74728,6049532667726370413,12,58,,107773.0
74729,6049532667726370413,294,1,,107773.0
74730,6049716665348545397,12,32,,52924.0
74731,6050280451133478333,12,55,14421.0,
74732,6051224054163188732,12,18,,22930.0
74733,6051224054163188732,317,13,,22930.0
74734,6051720890659951480,12,8,,33531.0
74735,6051720890659951480,101,8,,33531.0
74736,6051773606616517547,12,2,,54456.0
74737,6052646214416048680,12,7,,75544.0
74738,6052646214416048680,101,23,,75544.0
74739,6052646214416048680,267,10,,75544.0
74740,6052910239061883453,12,32,8398.0,
74741,6052910239061883453,196,171,8398.0,
74742,6053534100162762178,12,7,,4088.0
74743,6053706002328405518,12,46,,25264.0
74744,6053706002328405518,136,3,,25264.0
74745,6053706002328405518,236,3,,25264.0
74746,6054129708060669513,12,3,39996.0,
74747,6054132758586445701,12,3,,22072.0
74748,6054132758586445701,593,63,,22072.0
74749,6054188344314370863,12,6,,94648.0
74750,6054277643271076324,12,5,,43648.0
74751,6054285695269495574,12,83,,38623.0
74752,6054345644619337945,530,8,,94435.0
74753,6054383453505875026,12,3,,55564.0
74754,6055337989833578469,12,1,13176.0,
74755,6055337989833578469,101,35,13176.0,
74756,6055337989833578469,124,1,13176.0,
74757,6055337989833578469,249,111,13176.0,
74758,6055738551289953751,12,3,65606.0,
74759,6055738551289953751,267,225,65606.0,
74760,6056173541340899168,12,3,,75678.0
74761,6057062167686530159,12,1,,2832.0
74762,6057699108118822782,12,6,59947.0,
74763,6057840081701698593,12,1,,111470.0
74764,6057840081701698593,151,376,,111470.0
74765,6058448865038211363,12,19,44486.0,
74766,6058448865038211363,15,25,44486.0,
74767,6059012380488595797,188,9,34297.0,
74768,6059088780866245077,298,91,,9730.0
74769,6059279980804079712,12,35,6612.0,
74770,6059630048371942802,12,3,,29702.0
74771,6059807909818598910,331,1,,9179.0
74772,6059807909818598910,332,11,,9179.0
74773,6059807909818598910,351,14,,9179.0
74774,6059807909818598910,352,1,,9179.0
74775,6059896134255442507,12,2,59360.0,
74776,6060193466558484010,249,2,69157.0,
74777,6060193466558484010,273,12,69157.0,
74778,6060193466558484010,296,1,69157.0,
74779,6060193466558484010,315,2,69157.0,
74780,6060262719129446739,12,11,,69677.0
74781,6060269025077381786,12,1,44736.0,
74782,6060269025077381786,202,23,44736.0,
74783,6060531090389714253,12,16,,74234.0
74784,6060963438313154000,12,1,,
74785,6061690128408228392,12,27,,109744.0
74786,6061964428581309709,12,4,42660.0,
74787,6062288408434641871,12,4,,84624.0
74788,6062288408434641871,104,15,,84624.0
74789,6062522765586349001,12,1,,87943.0
74790,6062522765586349001,81,80,,87943.0
74791,6062961108603843623,12,18,46924.0,
74792,6062961108603843623,476,25,46924.0,
74793,6063547140490439110,12,2,,110622.0
74794,6064315521275235128,12,14,,57993.0
74795,6064315521275235128,258,4,,57993.0
74796,6064369671184191251,12,2,54464.0,
74797,6064369671184191251,448,38,54464.0,
74798,6064369671184191251,449,81,54464.0,
74799,6064387842179275018,12,2,,22823.0
74800,6064577122867176892,12,6,,69534.0
74801,6064577122867176892,77,14,,69534.0
74802,6064660459425943841,12,2,,28507.0
74803,6064817108848825919,12,18,,60584.0
74804,6064817108848825919,477,565,,60584.0
74805,6065183436449509901,12,13,,69318.0
74806,6065328437137862493,12,9,45081.0,
74807,6065328437137862493,236,42,45081.0,
74808,6065530233152066493,12,35,,111932.0
74809,6065589419274106446,12,2,38068.0,
74810,6065769450554502556,12,1,,
74811,6065827015671545159,12,2,58265.0,
74812,6066002107699323663,12,2,67879.0,
74813,6066150256747321325,12,16,,95577.0
74814,6066241224555848810,298,30,,48975.0
74815,6066471678112908899,12,3,,53361.0
74816,6066646790035729421,531,27,,17856.0
74817,6067435868038330902,349,3,,45479.0
74818,6067435868038330902,350,20,,45479.0
74819,6067456499763600561,12,23,73369.0,
74820,6067456499763600561,15,3,73369.0,
74821,6068041951921809123,12,9,,70878.0
74822,6068041951921809123,405,29,,70878.0
74823,6068447478011019323,12,1,,104436.0
74824,6068447478011019323,352,29,,104436.0
74825,6068713481977958274,12,9,11168.0,
74826,6068714552958224827,12,3,5176.0,
74827,6068849077950094895,12,7,,72271.0
74828,6068849077950094895,123,45,,72271.0
74829,6069133263382885818,12,24,,111637.0
74830,6069239249965650160,12,5,69127.0,
74831,6069239249965650160,217,121,69127.0,
74832,6069379348998876517,12,1,,77397.0
74833,6069379348998876517,212,3,,77397.0
74834,6069379348998876517,239,22,,77397.0
74835,6069659451609078687,12,2,,110482.0
74836,6069659451609078687,146,3,,110482.0
74837,6069941042880495082,12,1,,107467.0
74838,6069941042880495082,638,51,,107467.0
74839,6070588238355483504,379,5,,11028.0
74840,6070881194895911368,76,8,6480.0,
74841,6071032032986688104,12,10,,96506.0
74842,6071177479639640447,12,8,,69382.0
74843,6071385497516398470,12,14,35976.0,
74844,6071890391622472886,12,8,,29398.0
74845,6071913551151513749,12,3,,109554.0
74846,6072738472363872189,12,1,42329.0,
74847,6072749575904934325,12,12,40938.0,
74848,6072749575904934325,75,2,40938.0,
74849,6072749575904934325,118,1,40938.0,
74850,6072749575904934325,197,5,40938.0,
74851,6072749575904934325,209,13,40938.0,
74852,6072749575904934325,256,22,40938.0,
74853,6072749575904934325,257,31,40938.0,
74854,6072749575904934325,302,2,40938.0,
74855,6072749575904934325,346,11,40938.0,
74856,6072749575904934325,353,54,40938.0,
74857,6073136494353169594,12,9,2513.0,
74858,6073593291633572765,12,4,,18495.0
74859,6073756164671804936,12,1,,43642.0
74860,6073942491942795729,12,1,8002.0,
74861,6074018643086845591,12,82,,74559.0
74862,6074018643086845591,290,48,,74559.0
74863,6074075329117779745,12,20,73264.0,
74864,6074212719309808433,12,41,,17283.0
74865,6074409066631281605,12,1,69321.0,
74866,6074806553472926867,12,4,,101547.0
74867,6074806553472926867,421,36,,101547.0
74868,6075004544305554189,12,4,,87543.0
74869,6075272640006275807,267,31,,25164.0
74870,6075277078907081494,12,1,49455.0,
74871,6075277078907081494,363,4,49455.0,
74872,6076031994650988787,12,28,65342.0,
74873,6076031994650988787,219,4,65342.0,
74874,6076437578431984104,12,2,,111615.0
74875,6076437578431984104,80,6,,111615.0
74876,6076439768031349911,12,111,36675.0,
74877,6076439768031349911,154,120,36675.0,
74878,6077172201059658788,12,31,,99969.0
